"GEO_ID","id"
"S0601_C02_050E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_050M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_051E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_051M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_052E","Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_052M","Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_053E","Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C02_053M","Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_001E","Estimate!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_001M","Margin of Error!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_002E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_002M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_003E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_003M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_004E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_004M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_005E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_005M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_006E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_006M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_007E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_007M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_008E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_008M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_009E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_009M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_010E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_010M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_011E","Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_011M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_012E","Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_012M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_013E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_013M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_014E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_014M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_015E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_015M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_016E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_016M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_017E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_017M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_018E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_018M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_019E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_019M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_020E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_020M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_021E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_021M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_022E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_022M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_023E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_023M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_024E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_024M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_025E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_025M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_026E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_026M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_027E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_027M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_028E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_028M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_029E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_029M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_030E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_030M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_031E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_031M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_032E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_032M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_033E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_033M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_034E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_034M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_035E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_035M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_036E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_036M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_037E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_037M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_038E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_038M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_039E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_039M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_040E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C03_040M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C03_041E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_041M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_042E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_042M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_043E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_043M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_044E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_044M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_045E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_045M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_046E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_046M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_047E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_047M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_048E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_048M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_049E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_049M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_050E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_050M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_051E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_051M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_052E","Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_052M","Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_053E","Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_053M","Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C04_001E","Estimate!!Native; born outside U.S.!!Total population"
"S0601_C04_001M","Margin of Error!!Native; born outside U.S.!!Total population"
"S0601_C04_002E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_002M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_003E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_003M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_004E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_004M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_005E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_005M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_006E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_006M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_007E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_007M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_008E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_008M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_009E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_009M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_010E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_010M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_011E","Estimate!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_011M","Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_012E","Estimate!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_012M","Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_013E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_013M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_014E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_014M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_015E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_015M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_016E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_016M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_017E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_017M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_018E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_018M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_019E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_019M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_020E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_020M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_021E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_021M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_022E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_022M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_023E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_023M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_024E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_024M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_025E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_025M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_026E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_026M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_027E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_027M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_028E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_028M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_029E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_029M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_030E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_030M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_031E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_031M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_032E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_032M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_033E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_033M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_034E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C04_034M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C04_035E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C04_035M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C04_036E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C04_036M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C04_037E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C04_037M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C04_038E","Estimate!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C04_038M","Margin of Error!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C04_039E","Estimate!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C04_039M","Margin of Error!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C04_040E","Estimate!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C04_040M","Margin of Error!!Native; born outside U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
