"GEO_ID","id"
"S2403_C05_009E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:"
"S2403_C05_009M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:"
"S2403_C05_010E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:!!Transportation and warehousing"
"S2403_C05_010M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:!!Transportation and warehousing"
"S2403_C05_011E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:!!Utilities"
"S2403_C05_011M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities:!!Utilities"
"S2403_C05_012E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Information"
"S2403_C05_012M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Information"
"S2403_C05_013E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:"
"S2403_C05_013M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:"
"S2403_C05_014E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:!!Finance and insurance"
"S2403_C05_014M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:!!Finance and insurance"
"S2403_C05_015E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:!!Real estate and rental and leasing"
"S2403_C05_015M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing:!!Real estate and rental and leasing"
"S2403_C05_016E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:"
"S2403_C05_016M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:"
"S2403_C05_017E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services"
"S2403_C05_017M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services"
"S2403_C05_018E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises"
"S2403_C05_018M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises"
"S2403_C05_019E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services"
"S2403_C05_019M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services"
"S2403_C05_020E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:"
"S2403_C05_020M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:"
"S2403_C05_021E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Educational services"
"S2403_C05_021M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Educational services"
"S2403_C05_022E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Health care and social assistance"
"S2403_C05_022M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Health care and social assistance"
"S2403_C05_023E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:"
"S2403_C05_023M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:"
"S2403_C05_024E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
"S2403_C05_024M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
"S2403_C05_025E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
"S2403_C05_025M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
"S2403_C05_026E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Other services, except public administration"
"S2403_C05_026M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Other services, except public administration"
"S2403_C05_027E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Public administration"
"S2403_C05_027M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Public administration"
